InvoiceNo,OrderValue,OrderSize
566089,998.8800000000001,528
566091,146.75,127
566092,650.42,325
566094,361.56,245
566108,158.4,288
566115,425.2,293
566117,15.5,10
566123,322.37,136
566124,262.74,144
566162,282.31,149
566163,1304.7,719
566164,2842.46,640
566169,185.83999999999997,392
566170,140.5,58
566171,161.43,98
566172,322.4,224
566173,186.56,145
566175,158.95999999999998,104
566178,141.9,49
566179,423.73,233
566184,165.0,1
566186,296.62,363
566188,192.6,95
566189,151.3,113
566190,211.49,328
566191,442.66,210
566192,165.20000000000002,36
566193,1010.95,517
566194,301.0,91
566195,2608.11,1849
566196,148.8,16
566198,393.85,82
566199,441.91,217
566200,111.78,93
566201,98.10000000000001,18
566202,337.74,208
566203,337.75,137
566204,340.38,166
566206,34.650000000000006,7
566207,1210.3200000000002,2352
566208,7.65,9
566213,1732.93,959
566214,51.0,4
566215,109.15,29
566217,119.62,55
566218,35.7,6
566219,1001.36,700
566220,2243.7,1128
566221,1648.29,492
566224,18.990000000000002,4
566225,78.1,30
566226,204.60000000000002,52
566227,1912.06,744
566228,889.4000000000001,484
566229,174.84,62
566230,418.84000000000003,263
566231,303.94,210
566232,175.04,82
566233,1005.54,773
566234,252.73000000000002,245
566235,418.06,202
566236,175.4,60
566237,142.9,30
566238,164.42,44
566239,544.52,234
566240,137.56,70
566241,254.76,156
566242,160.6,52
566243,33.9,2
566244,126.00000000000001,60
566245,451.97,198
566246,1028.04,396
566247,316.6,84
566248,140.96,72
566249,482.75,205
566250,344.88,120
566251,220.07,180
566253,11.97,19
566254,384.9,90
566255,1783.24,1492
566256,112.38,43
566257,855.5999999999999,680
566258,1292.21,524
566259,2027.94,606
566260,1070.48,1152
566261,378.64,159
566262,277.55,108
566264,97.73,55
566265,103.3,74
566266,309.86,329
566267,356.11,196
566268,292.24,83
566269,272.31,380
566270,848.98,390
566271,1228.83,866
566272,430.21999999999997,287
566273,245.33,107
566274,344.25,149
566275,452.49,242
566276,305.82,348
566277,305.62,186
566278,302.15,67
566279,254.75,362
566281,2026.7,1450
566282,1638.3400000000001,644
566283,625.0,381
566284,160.20000000000002,72
566285,535.08,346
566286,331.56,252
566287,133.37,49
566288,291.63,68
566289,231.56,128
566290,818.93,723
566291,771.91,283
566292,520.9,390
566293,408.38,555
566294,449.65999999999997,150
566295,458.43,867
566296,203.08,81
566297,92.38,58
566298,159.31,170
566299,329.44,200
566300,299.34000000000003,118
566301,114.84,56
566302,8.25,1
566303,307.92,170
566304,343.8,254
566305,523.25,223
566306,336.64,214
566307,656.23,323
566308,289.92,134
566309,31.599999999999998,24
566310,1468.58,890
566311,170.1,78
566312,339.83,164
566314,405.86,372
566315,326.48,314
566317,778.65,442
566318,217.3,110
566319,853.68,556
566320,382.48,180
566321,5.95,1
566322,145.72,76
566324,0.0,1
566325,0.0,36
566326,547.02,154
566327,0.0,4
566328,153.72,204
566329,207.57,50
566334,410.08000000000004,444
566345,1286.41,861
566361,71.7,34
566364,395.04999999999995,355
566393,362.18,214
566394,317.96,212
566395,683.8000000000001,164
566396,553.74,268
566397,147.02,85
566398,309.05,43
566399,620.4,238
566400,1535.24,854
566402,278.4,612
566403,501.9,114
566405,1304.04,756
566408,1255.22,791
566420,211.01,96
566421,278.43,196
566422,183.08,82
566424,381.5,262
566425,175.9,106
566426,663.24,484
566427,303.15999999999997,185
566428,309.7,422
566429,25.200000000000003,12
566430,85.0,1
566431,303.36,254
566432,88.56,132
566433,987.9399999999999,438
566434,705.74,294
566435,302.20000000000005,68
566438,152.82,44
566439,132.4,28
566440,330.92,292
566441,302.19,149
566442,308.89,175
566443,291.8,144
566444,331.14,180
566446,1748.93,501
566447,637.9200000000001,348
566448,169.9,30
566450,776.63,450
566451,788.1,471
566452,129.32999999999998,57
566453,84.5,48
566455,21.0,10
566465,3.35,2
569203,262.6,68
569204,213.5,41
569205,658.11,401
569206,173.04,77
569207,166.32999999999998,92
569208,324.45,153
569209,189.9,302
569210,327.62,152
569211,270.8,87
569212,474.87,217
569213,142.51,31
569214,326.8,1976
569215,205.28,200
569216,261.12,287
569217,149.0,64
569218,253.6,112
569219,201.99,126
569220,751.74,598
569221,472.31,85
569222,590.49,217
569223,743.79,646
569224,255.13,151
569225,195.31,185
569226,11.8,4
569227,973.95,181
569228,469.89,292
569229,467.95,307
569230,376.97,162
569231,299.53,309
569232,366.78,159
569234,543.75,207
569235,5.76,48
569236,306.73,319
569237,51.58,10
569238,149.55,119
569239,643.26,192
569240,124.08,104
569241,1064.28,799
569242,430.85,195
569243,565.49,258
569244,322.08,114
569246,2900.99,710
569247,1574.52,552
569248,603.4,354
569249,351.17,153
569250,480.2,281
569252,415.2,58
569253,1071.03,677
569254,163.56,170
569255,5164.66,1934
569257,2350.98,916
569258,264.9,100
569261,659.61,368
569262,551.58,460
569263,4849.1,1702
569302,323.15,255
569319,728.5,448
569321,278.15,211
569322,464.64,212
569323,32.85,5
569324,363.08,192
569325,119.32,96
569326,624.91,211
569327,480.71,346
569328,157.68,56
569329,441.82,195
569330,607.33,279
569331,957.33,581
569332,358.4,158
569333,415.41999999999996,116
569334,1909.36,1514
569336,864.19,340
569337,2034.0,600
569338,339.26,286
569339,830.0,250
569340,642.0,120
569342,1441.2,1160
569343,7298.76,1764
569357,426.63,139
569358,517.53,189
569359,14.850000000000001,3
569360,350.09,139
569361,338.71000000000004,113
569362,1023.96,314
569363,1315.3799999999999,618
569364,242.12,246
569365,1094.71,300
569366,647.52,114
569367,808.11,378
569368,260.1,125
569369,541.03,329
569371,238.28,158
569372,1871.1299999999999,603
569373,162.64,200
569374,1951.59,575
569382,3155.95,1
569383,1395.09,1127
569384,207.6,318
569385,1416.0,200
569386,243.6,38
569388,1416.0,200
569389,305.0,3
569396,170.2,63
569397,675.38,208
569398,359.03999999999996,408
569399,520.32,768
569400,231.0,110
569401,949.3000000000001,456
569402,194.20000000000002,81
569403,678.11,327
569404,180.0,36
569405,344.92,214
569406,1983.46,1893
569407,1410.26,426
569408,1897.1599999999999,874
569409,304.62,142
569411,566.4,80
569412,447.62,276
569413,27.0,20
569414,4701.22,1064
569415,1821.56,311
569416,324.8,168
569417,593.79,372
569418,284.15999999999997,72
569419,520.54,202
569420,432.0,600
569423,489.41999999999996,322
569424,427.57,334
569457,117.94,61
569459,702.04,374
569460,973.81,511
569461,757.42,548
569462,188.05,55
569463,0.0,192
569467,610.42,526
569468,666.21,440
569469,1007.05,559
569470,306.88,307
569471,244.06,63
569472,583.42,399
569474,198.74,218
569479,971.46,662
569480,23.8,4
569481,890.85,489
569482,452.89,127
569483,390.26,174
569484,45.0,12
569486,316.17,257
569487,373.94,117
569488,433.01,459
569489,196.35,33
569491,528.68,240
569492,3733.0,2584
569493,959.7,535
569494,449.12,472
569496,346.68,118
569513,466.3,242
569514,1162.68,750
569515,254.48,292
569516,6.95,1
569518,127.85000000000001,55
569519,120.95,64
569520,304.5,130
569521,580.73,248
569522,310.0,73
569523,368.38,146
569524,683.59,216
569527,122.33,95
569528,825.29,474
569529,15.7,4
569530,111.68,287
569531,163.1,34
569532,425.52,179
569533,316.73,188
569534,7.84,2
569535,444.71,157
569536,476.52,294
569537,97.7,90
569538,301.87,193
569539,557.76,112
569544,1566.25,365
569545,2014.98,524
569546,135.31,64
569550,8.5,10
569551,1.65,1
569555,1943.1299999999999,1019
569556,1105.16,725
569557,33.0,4
569558,622.84,366
569559,171.59999999999997,120
569560,318.44,170
569561,122.05,35
569562,485.78,398
569563,1307.76,790
569564,369.40999999999997,444
569565,314.5,475
569566,609.78,546
569567,105.30000000000001,40
569568,1476.19,890
569569,233.5,38
569570,13760.02,7020
569571,2487.4,2788
569572,1800.0,5000
569573,3855.84,2085
569574,406.53,251
569575,108.38,74
569576,434.65000000000003,87
569577,245.8,152
569579,409.08,356
569580,185.87,107
569581,80.30000000000001,32
569583,2.95,1
569590,302.91,257
569629,641.57,307
569630,498.36,246
569631,140.34,160
569632,639.3000000000001,254
569633,202.9,170
569634,9.95,1
569635,287.94,493
569637,453.06,324
569638,601.04,626
569639,240.0,1
569640,2145.38,962
569641,196.65,119
569643,343.66,200
569647,828.0,240
569648,374.5,210
569649,612.0,324
569650,15643.77,6895
569651,745.37,208
569652,416.46000000000004,286
569653,2539.56,1650
569654,316.76,52
569656,99.60000000000001,24
569657,0.0,22
569658,228.96,216
569659,363.18,218
569660,65.4,25
569661,139.3,93
569662,333.63,165
569664,135.79999999999998,72
569665,91.85,4
569666,150.45,63
569667,338.19,217
569668,437.37,175
569669,420.51,204
569670,435.41,217
569671,518.8,290
569672,354.13,229
569673,354.15,128
569674,30.599999999999998,12
569675,561.73,327
569676,67.65,13
569677,269.63,237
569678,9.01,5
569679,223.49999999999997,150
569680,332.3,245
569683,251.69,186
569684,90.6,44
569685,369.34000000000003,203
569686,283.6,162
569687,596.22,291
569688,59.52,22
569689,82.80000000000001,24
569690,141.35,45
569691,480.43,287
569692,732.32,540
569693,250.95,105
569694,562.47,263
569695,993.88,938
569696,15.8,4
569697,133.06,30
569698,92.46,62
569699,265.51,188
569700,1417.55,355
569701,33.9,2
569702,377.64,186
569705,268.44,104
569706,356.6,132
569714,97.97,253
569715,503.64,533
569716,223.22,110
569717,312.98,182
569718,391.98,189
569719,788.16,340
569720,23.39,15
569721,333.64,195
569722,588.96,238
569723,89.80000000000001,28
569724,491.4,230
569725,141.6,20
569726,465.55,249
569727,150.25,52
569728,839.99,392
569729,435.46999999999997,211
569730,332.22,158
569731,308.44,142
569732,282.45,91
569734,281.75,125
569735,30.0,2
569736,508.58000000000004,255
569737,355.9,259
569738,216.81,74
569739,421.3,229
569740,2924.0,1600
569741,610.91,315
569742,33.0,4
569766,393.57,370
569767,391.78000000000003,235
569768,659.08,388
569769,100.8,34
569780,370.9,212
569781,159.24,242
569789,252.54,84
569790,188.41,133
569799,428.89,267
569803,902.0699999999999,295
569815,10992.96,6016
569816,2.2,4
569818,8.95,1
569822,79.8,20
569823,219.14,102
569824,279.36,170
569825,270.25,97
569826,385.43,177
569827,340.9,222
569828,167.46,40
569830,0.0,800
569832,336.96,600
569833,517.28,298
569834,675.72,394
569835,317.69,146
569836,566.4,220
569837,15.03,13
569838,295.93,178
569839,2327.0,1300
569840,433.2,88
569841,124.3,34
569842,697.46,259
569843,313.4,311
569844,1377.55,856
569845,187.35,61
569846,2626.3,1326
569847,327.45,151
569848,726.1,299
569849,393.74,265
569850,287.4,276
569852,850.4,476
569853,319.2,176
569856,108.35,45
569857,1658.16,744
569858,887.52,432
569859,116.32,72
569860,139.88,67
569861,371.69,178
569862,174.37,278
569863,9.95,1
569864,303.5,454
569865,54.6,26
569866,1578.8700000000001,1045
569867,320.4,246
569868,412.17,525
569869,270.0,216
569870,151.9,78
569871,330.15,57
569872,33.0,4
569873,33.0,4
569887,192.76,84
569888,502.90000000000003,190
569889,323.04,536
569890,326.81,187
569892,145.35,73
569893,1183.72,868
569894,188.22,156
569896,175.29,73
569897,1044.09,595
569898,2037.0,559
569899,225.24,136
569900,915.49,1261
569901,176.97,69
569903,341.21,399
569904,353.5,127
569905,70.15,21
569906,1.9,2
569907,77.4,13
569910,1077.75,570
569912,95.54,38
569914,373.88,344
569915,5.9,2
569917,341.99999999999994,160
569918,315.06,170
569919,496.44,292
569920,233.76,136
569921,157.0,29
569923,172.99,91
569932,171.8,148
569936,306.71999999999997,204
569943,263.96,234
569948,158.1,94
569962,460.4,112
569965,397.63,98
569968,224.76,137
569977,130.22,24
569983,381.07,190
569997,891.4,637
569998,422.8,227
569999,146.87,146
570000,600.39,345
570001,321.74,208
570002,1059.24,346
570003,6.2,2
570007,340.84,183
570008,439.56,161
570009,638.21,459
570010,230.46,96
570011,495.2,316
570014,104.6,59
570016,904.14,448
570017,102.0,12
570018,537.0,300
570019,247.12,101
570020,247.76,185
570021,8.1,6
570022,150.03,145
570023,122.7,36
570024,285.19,97
570026,277.48,325
570027,932.13,532
570028,528.6,148
570030,427.6,342
570036,459.79,351
570049,432.26,250
570076,306.52,204
570082,1055.44,1299
570086,412.47,343
570087,2246.0299999999997,500
570088,237.86,95
570089,352.71999999999997,224
570090,256.38,56
570091,627.12,600
570092,1728.0,964
570093,148.66,87
570094,4186.08,2304
570095,274.51,102
570096,291.26,160
570097,7630.5599999999995,4176
570098,207.68,176
570100,110.4,32
570101,264.62,270
570102,517.8,232
570103,360.11,174
570108,467.2,336
570111,160.9,92
570113,2198.13,1469
570114,712.4,180
570115,1482.2,1026
570116,393.74,180
570117,225.9,342
570118,453.55,141
570119,5.9,2
570121,221.06,275
570123,89.85000000000001,15
570124,99.0,60
570125,313.56,306
570126,135.82,50
570127,752.6800000000001,496
570128,910.0,512
570129,519.47,293
570130,10.4,16
570144,16.5,2
570167,824.41,617
570168,612.01,852
570177,654.69,357
570178,228.46,147
570179,914.64,510
570180,898.14,500
570181,29.700000000000003,6
570183,172.3,64
570184,302.46,174
570186,639.69,353
570187,2350.68,777
570188,1714.96,728
570189,136.82,123
570190,454.76,254
570191,171.93,212
570192,898.14,500
570195,151.24,65
570196,183.48000000000002,84
570197,495.66,249
570200,206.24,140
570201,2.08,1
570202,6.32,1
570206,149.1,22
570208,302.36,123
570209,380.53000000000003,106
570210,292.32,132
570211,121.26,67
570212,121.02000000000001,135
570213,152.94,78
570214,224.53,449
570215,364.59,356
570216,141.75,96
570217,158.82,108
570218,1397.32,780
570219,149.68,87
570220,69.65,31
570222,475.65999999999997,127
570223,492.05,286
570224,192.25,128
570225,360.16,335
570226,4.35,3
570227,557.62,142
570228,254.18,94
570229,168.12,75
570230,167.67000000000002,109
570231,241.74,386
570232,725.5600000000001,186
570233,82.5,10
570234,328.53000000000003,129
570235,117.88,50
570236,57.59,22
570237,216.22,78
570238,129.93,49
570239,293.62,203
570240,75.25,17
570241,193.14,175
570242,1780.59,1524
570243,480.78000000000003,130
570244,652.24,416
570245,281.11,141
570246,169.79,171
570247,499.32,144
570248,283.2,40
570249,898.14,500
570250,104.82,62
570251,196.8,96
570252,559.52,238
570253,1974.0,360
570254,215.83,99
570255,690.11,198
570256,306.09000000000003,213
570257,380.31,129
570258,3210.46,420
570265,82.80000000000001,24
570266,292.2,60
570267,113.4,61
570268,1978.22,908
570269,107.11,205
570270,111.9,18
570271,292.99,233
570272,477.5,326
570273,1256.67,707
570275,2482.44,1263
570280,547.2,192
570281,676.3199999999999,144
570282,181.38,68
570284,126.39,50
570285,332.38,218
570286,2.5,2
570287,688.97,371
570288,156.56,133
570289,168.3,34
570292,370.68,124
570293,331.96,295
570332,202.65,61
570333,206.82999999999998,144
570337,183.75,105
570338,358.0,200
570342,1322.82,459
570348,384.06,182
570353,113.91,33
570356,320.4,744
570374,317.22,168
570380,111.55,45
570388,1209.88,646
570404,214.69,276
570405,165.72,244
570407,72.0,100
570408,1334.16,2904
570409,313.18,160
570410,388.28,262
570411,225.18,94
570412,281.04,106
570413,421.05,130
570414,205.0,54
570415,120.3,148
570416,660.64,352
570417,3.82,1
570418,511.34000000000003,123
570419,24.96,24
570420,285.65,243
570421,200.14,172
570422,419.53999999999996,363
570423,302.59,185
570424,156.61,72
570425,300.76,336
570426,397.97999999999996,321
570427,212.28,72
570428,437.23,451
570429,801.08,388
570430,181.09,147
570441,102.0,40
570442,318.04,158
570443,1263.97,901
570444,158.44,124
570445,12.12,13
570446,332.68,196
570448,943.69,853
570449,291.40000000000003,198
570452,282.58,114
570455,261.62,152
570457,20.6,4
570458,1210.28,863
570459,869.98,466
570461,141.6,20
570462,17.0,2
570465,1786.18,627
570466,434.55,177
570467,1579.51,1228
570470,7.34,4
570472,14.1,5
570473,34.15,19
570474,18.75,5
570475,64.56,46
570479,561.1,324
570481,16.5,10
570482,300.39,227
570485,17.4,12
570488,3380.86,779
570489,23.4,12
570491,310.54,156
570492,530.35,237
570493,70.8,10
570494,757.8,172
570495,102.96,116
570496,459.06,438
570497,3.33,2
570498,406.74,260
570499,892.47,556
570500,277.71999999999997,170
570501,650.6,276
570502,83.75,35
570503,48.46,65
570504,125.85000000000001,47
570505,379.79,263
570506,68.16,60
570507,264.96,158
570509,416.69,260
570510,33.0,4
570511,186.8,100
570512,424.79999999999995,60
570513,950.44,344
570514,1018.51,447
570516,233.1,234
570517,371.66,278
570521,1527.96,582
570522,2076.0,1164
570554,0.38,1
570555,547.25,306
570557,7810.5599999999995,4176
570590,300.02000000000004,279
570591,302.65000000000003,115
570592,2299.61,543
570593,326.66,538
570594,516.24,388
570597,737.7,422
570598,2016.31,889
570600,304.26,122
570601,81.44,60
570602,199.47000000000003,57
570632,160.4,116
570634,148.45000000000002,37
570637,440.63,313
570638,250.9,185
570640,522.36,254
570642,73.66,127
570646,397.12,232
570648,221.69,123
570649,308.86,160
570650,277.75,210
570651,321.35,86
570652,1032.7,771
570653,172.91,115
570656,996.84,762
570657,485.8,416
570659,219.6,72
570660,3930.94,1570
570661,210.14,120
570662,75.60000000000001,36
570663,304.29,259
570664,139.63,83
570665,17.1,8
570666,171.66,136
570667,355.8,162
570668,163.15,54
570669,454.33,199
570670,210.25,138
570671,73.2,24
570672,4279.71,2801
570673,103.4,44
570674,768.64,1704
570675,172.25,67
570676,306.07,107
570677,500.33000000000004,206
570678,300.95,91
570679,376.9,132
570680,899.0699999999999,486
570681,6.0,1
570682,303.37,153
570685,382.35,213
570688,2326.73,757
570690,1506.5,542
570693,399.25,183
570694,214.3,47
570695,168.07999999999998,196
570696,113.82,140
570697,140.37,83
570698,237.0,150
570699,211.0,121
570700,419.85,76
570701,2159.3,1158
570702,88.80000000000001,48
570703,803.24,510
570705,6.4799999999999995,18
570706,25.5,2
570707,146.0,44
570713,398.05,129
570714,676.37,337
570715,1001.3199999999999,990
570716,24.900000000000002,6
570717,357.0,108
570718,381.06,324
570719,193.54999999999998,189
570720,638.45,410
570721,581.6899999999999,471
570722,96.12,76
570723,120.0,96
570724,153.12,162
570725,4.5,1
570726,168.55,109
570731,15.0,12
570733,249.74,160
570754,215.23000000000002,94
570761,65.3,14
570769,334.8,74
570776,626.92,276
570784,103.5,27
570790,147.41,115
570791,245.19,171
570792,533.12,328
570793,879.01,85
570794,158.4,60
570795,149.52,48
570796,110.03,86
570797,1229.42,766
570798,112.32000000000001,74
570799,214.6,104
570806,901.07,608
570807,397.29,168
570818,568.66,359
570821,324.96000000000004,108
570822,0.0,24
570823,303.1,99
570824,307.06,230
570825,323.74,90
570826,223.92000000000002,189
570827,350.65,418
570829,336.4,324
570830,648.27,357
570832,90.15,17
570833,343.94,116
570834,118.22,50
570836,449.15,203
570837,313.86,258
570838,20.53,35
570839,749.67,406
570840,100.58,22
570841,477.55,220
570842,309.24,248
570843,236.31,159
570844,102.0,40
570846,12.969999999999999,13
570847,87.39,57
570848,102.0,40
570849,204.0,80
570851,314.20000000000005,101
570852,333.6,160
570855,670.63,637
570856,674.68,403
570857,167.47,38
570858,16.25,7
570859,110.38,68
570860,0.0,44
570861,310.44,372
570862,467.36,360
570863,416.6,140
570864,294.22,194
570865,46.8,64
570866,263.61,67
570871,2110.05,672
570872,1901.92,502
570875,620.13,395
570876,120.33,97
573744,475.24,376
573745,318.40999999999997,127
573746,560.8,334
573747,151.29999999999998,177
573748,1212.67,624
573749,307.32,84
573751,0.0,10
573757,78.75,21
573758,108.97999999999999,50
573762,326.22,158
573763,639.6,288
573768,120.0,3
573769,329.37,214
573770,183.2,96
573772,155.65,81
573773,889.02,344
573774,632.3,382
573775,949.5,726
573776,85.44999999999999,23
573777,786.98,670
573778,1350.9,474
573780,340.43,213
573808,173.71,69
573814,413.40999999999997,461
573822,641.1,281
573829,325.91,264
573830,148.96,76
573840,772.44,396
573841,113.92,52
573846,1374.26,570
573863,456.48,208
573865,358.59000000000003,173
573866,342.59000000000003,150
573867,568.6,346
573868,460.40000000000003,260
573870,165.75,71
573871,600.22,530
573872,375.71999999999997,192
573873,192.53,104
573874,507.54,464
573875,204.87,95
573876,530.37,393
573877,109.8,60
573878,175.4,124
573879,137.97,53
573880,0.0,48
573881,0.0,108
573882,0.0,48
573883,0.0,32
573884,0.0,20
573885,0.0,40
573886,312.82,394
573887,112.65,27
573888,370.12,433
573889,213.82,201
573890,27.8,8
573891,825.81,426
573892,834.38,270
573893,171.20000000000002,60
573894,43.47,17
573895,43.5,101
573896,107.10000000000001,18
573897,574.66,814
573898,195.48000000000002,58
573899,208.59,101
573900,161.85,31
573901,294.58,296
573902,311.18,48
573903,740.64,313
573904,954.8100000000001,497
573905,357.21,72
573906,195.02,112
573907,299.1,117
573908,354.49,77
573909,215.22,70
573910,422.1,258
573911,186.04999999999998,120
573912,37.5,30
573913,569.82,334
573914,329.88,222
573915,229.8,94
573916,22.34,16
573917,147.0,48
573918,132.53,53
573920,0.0,14
573921,204.92000000000002,144
573922,102.72,56
573923,303.07,102
573924,299.38,202
573926,0.0,65
573927,282.2,72
573928,599.25,365
573930,120.66,125
573931,296.76,203
573932,504.0,1400
573933,85.0,1
573934,307.14,110
573937,576.0,415
573945,211.47,103
573955,459.8,242
573978,0.0,27
573979,0.0,9
573980,0.0,4
573981,0.0,26
573982,306.0,360
573983,0.0,3
573984,0.0,2
573985,0.0,2
573986,0.0,19
573987,0.0,1
573988,0.0,1
573989,0.0,2
573990,0.0,1
573991,0.0,36
573992,615.14,498
573993,664.21,321
573994,99.42,313
573995,960.0,3000
573996,355.86,302
573999,981.95,639
574009,320.05,192
574011,133.08,117
574012,400.32000000000005,1152
574013,300.6,140
574014,624.24,216
574015,940.6700000000001,404
574016,113.48000000000002,46
574017,132.45000000000002,36
574018,90.96,48
574020,304.68,206
574021,310.8,92
574022,85.92,48
574023,564.41,239
574024,109.68,114
574025,263.53999999999996,904
574029,994.8,720
574032,621.71,410
574033,302.0,98
574034,460.24,179
574035,113.01,60
574036,313.2,249
574037,97.5,161
574038,399.65000000000003,184
574039,127.30000000000001,66
574040,114.39,44
574041,19.919999999999998,24
574042,176.68,168
574043,633.58,556
574044,843.6,264
574045,409.08000000000004,100
574046,137.56,47
574047,302.96,176
574048,301.97,159
574049,1514.17,744
574050,131.52,109
574051,349.3,254
574052,119.8,29
574053,823.8,582
574054,754.64,362
574055,863.04,434
574056,3949.66,2454
574058,449.28000000000003,216
574059,87.97,62
574060,223.21,95
574062,1183.9,640
574063,217.38,253
574064,313.74,214
574066,443.14,190
574067,3962.85,1161
574068,633.44,291
574069,562.71,343
574070,339.0,198
574071,171.23000000000002,64
574072,385.3,238
574074,3638.9,862
574075,281.21,116
574076,3514.74,1034
574077,191.72,127
574079,157.9,85
574080,212.19,77
574081,362.43,270
574082,111.08,78
574084,364.21999999999997,278
574085,175.89,115
574086,304.78,185
574087,114.2,56
574088,340.2,128
574089,300.1,162
574090,326.87,236
574091,302.21999999999997,454
574092,5500.38,4074
574093,736.55,567
574096,530.42,418
574097,725.72,377
574098,151.05,87
574099,202.3,80
574100,147.35,104
574102,278.52000000000004,110
574103,302.57,253
574104,656.95,376
574107,219.12,104
574138,375.24,408
574143,120.0,174
574149,774.9,293
574150,92.38,32
574154,216.99,119
574161,6.24,3
574165,226.92,284
574169,360.83000000000004,169
574170,549.49,450
574175,41.6,32
574182,308.76,372
574194,312.58,145
574196,30.0,16
574226,379.92,168
574227,427.51,149
574228,301.2,250
574233,105.78,66
574234,91.59,55
574237,436.06,218
574239,467.86,297
574240,579.21,383
574241,10.08,24
574242,294.40000000000003,388
574245,34.8,24
574246,45.0,12
574247,346.53000000000003,125
574249,444.29,162
574250,133.66,104
574251,291.6,116
574252,260.48,95
574253,440.23,423
574255,92.25,40
574258,133.61,65
574260,347.35,87
574262,524.14,316
574265,303.45,123
574269,958.82,696
574270,6.58,2
574271,1000.0,100
574272,55.32000000000001,36
574273,213.07999999999998,120
574274,30.0,24
574275,311.73,127
574276,1415.92,832
574277,208.0,832
574278,456.23999999999995,228
574279,142.98,42
574280,660.7,374
574281,297.90999999999997,225
574282,125.5,21
574283,10.2,4
574284,312.75,145
574285,2907.2000000000003,1024
574286,117.46000000000001,40
574287,168.45,130
574289,141.12,336
574290,281.62,117
574292,208.46,121
574293,6162.620000000001,2290
574294,5727.0,3840
574295,7427.32,1952
574297,528.08,336
574298,2880.25,876
574299,309.01,157
574300,309.66,124
574301,372.7,136
574302,321.07,125
574303,684.12,560
574304,508.85,166
574305,135.4,140
574306,405.0,510
574307,116.56,50
574308,608.85,457
574309,2.55,1
574310,782.46,426
574311,998.72,472
574312,132.28,115
574313,367.69,173
574314,342.4,192
574315,506.88,183
574316,159.85,21
574317,370.4,768
574319,1915.6,810
574320,7.800000000000001,20
574321,287.19,123
574323,114.91,59
574324,1494.0000000000002,360
574325,466.84,260
574326,310.28000000000003,381
574327,315.29,131
574328,7271.34,4981
574329,477.94,210
574330,63.06,54
574331,262.26,264
574332,760.0,187
574333,156.75,75
574334,537.6,156
574335,42.45,13
574336,1195.09,559
574338,352.46000000000004,234
574340,157.7,131
574341,4557.6,4752
574342,223.71,183
574343,379.28,302
574345,340.48,168
574346,426.84000000000003,252
574348,610.76,412
574349,659.8,268
574351,111.57,160
574352,5292.72,1776
574353,312.55,145
574354,464.05,328
574355,85.32000000000001,32
574356,3803.96,753
574363,5028.76,1418
574368,384.93,253
574383,80.60000000000001,16
574387,317.56,144
574393,324.3,174
574428,12.05,3
574432,5.34,8
574438,0.0,27
574442,561.28,139
574444,198.47,151
574445,713.7600000000001,393
574446,84.0,40
574466,335.72,154
574467,41.6,20
574468,47.6,8
574469,601.44,348
574470,71.7,250
574471,419.12,308
574474,253.17,121
574475,308.15999999999997,383
574476,215.23,147
574477,350.43,270
574478,319.68,258
574479,239.56,186
574480,308.94,184
574481,668.11,736
574482,16.54,14
574484,463.09000000000003,350
574485,570.9200000000001,324
574490,269.1,184
574491,328.15,199
574501,327.89,304
574502,111.97999999999999,79
574506,134.02,34
574509,283.17,248
574511,324.57,279
574513,461.15999999999997,232
574514,627.0,518
574519,8.25,1
574521,379.7,198
574523,390.6,108
574528,155.25,62
574529,190.88,131
574530,194.88,157
574531,37.29,71
574532,2370.04,1627
574533,592.5600000000001,566
574534,2118.12,1005
574535,133.91,85
574536,307.95,238
574537,71.66,70
574544,2044.1,1283
574545,905.65,533
574546,15.0,1
574547,502.23,224
574549,1.45,1
574550,738.57,327
574555,221.63,204
574556,16.9,18
574557,165.32000000000002,108
574559,473.72,342
574560,307.78,214
574561,3016.47,942
574573,161.29,67
574574,15.149999999999999,3
574575,491.51,352
574576,8.7,6
574585,399.6,216
574586,247.9,66
574587,1228.24,616
574588,74.9,22
574589,125.58,63
574590,335.86,166
574591,309.53000000000003,115
574592,139.1,58
574619,225.17000000000002,143
574624,568.44,197
574629,218.98,54
574631,471.84000000000003,106
574643,346.44,244
574653,482.16,522
574654,196.43,102
574655,241.86,94
574656,233.79999999999998,111
574657,445.91,237
574659,209.74,97
574660,315.71,229
574661,430.3,166
574662,493.62,224
574663,426.37,178
574664,349.7,376
574665,156.54,102
574666,257.76,144
574667,555.39,371
574668,29.700000000000003,6
574669,223.08,120
574670,292.34000000000003,131
574671,113.03,46
574672,210.31,129
574673,420.42,584
574674,126.79999999999998,58
574675,438.17,248
574676,194.15,65
574677,230.51,111
574678,1524.77,843
574679,464.32,259
574680,553.1,304
574681,317.8,268
574682,310.39,196
574683,344.13,162
574684,1349.69,822
574685,174.9,86
574686,187.62,228
574687,157.7,90
574688,5.8,4
574689,23.799999999999997,4
574690,671.69,577
574691,134.46,94
574692,144.3,81
574693,211.07,103
574694,419.06,146
574695,114.14,22
574696,202.88,122
574697,144.23000000000002,109
574698,152.2,92
574699,303.25,167
574700,1193.34,611
574701,293.86,163
574702,258.13,135
574703,44.39,20
574704,719.61,233
574705,194.4,21
574706,294.24,232
574707,2227.86,1296
574708,70.8,10
574709,1000.0,682
